Normal Score Transform:Sondajes de exploracion                 
4
Este [m]                                
Norte [m]                               
Cota [m]                                
NS:Ley de cobre [%Cu]                      
          193.00         528.60          39.00    -3.52652
          335.10          38.00          97.00    -3.22422
          250.70         593.40          36.00    -3.07497
          275.80         517.20          86.10    -2.55804
          256.10         529.10          61.80    -2.61810
          335.10          38.00         109.00    -2.58691
          250.70         593.40          24.00    -2.53117
          394.90         218.30         133.20    -2.48233
          250.70         593.40          48.00    -2.33032
          335.10          38.00          85.00    -2.31466
          275.80         517.20          98.10    -2.18277
          370.80         473.30         120.10    -2.20622
          273.60         495.00         108.00    -2.23095
          144.00         584.40          52.20    -2.24385
          204.90         527.60          11.20    -2.09931
          375.60         352.20          72.20    -2.13918
          257.00         503.40          34.00    -2.02833
          362.50          61.20          89.30    -2.04513
          250.70         593.40          12.00    -2.06252
          218.30         592.50          24.10    -2.00416
          335.10          38.00         121.00    -1.98868
          213.40         527.80          19.60    -1.93108
          250.90         470.30          74.30    -1.89809
          360.50         535.00         125.50    -1.91104
          375.60         352.20         132.20    -1.96631
          193.00         528.60          72.00    -1.90452
          135.90         585.20          74.80    -1.85512
          139.90         584.80          63.50    -1.83771
          375.60         352.20          60.20    -1.86705
          250.20         533.00         108.00    -1.87311
          250.70         593.40          60.00    -1.82640
          247.60         528.90          53.30    -1.81533
          375.60         352.20         120.20    -1.78337
          307.10         443.50         114.00    -1.80447
          257.00         503.40          22.00    -1.71977
          312.50         502.00          34.60    -1.75313
          139.80         593.40          54.80    -1.75806
          283.70         550.70         132.00    -1.73860
          309.30         500.80         131.00    -1.76303
          317.80         505.60          44.70    -1.72442
          315.90         530.90         120.80    -1.77311
          250.20         533.00         120.00    -1.68822
          103.20          20.40          24.60    -1.69263
          273.20         529.70          78.60    -1.62182
          157.10          38.70          84.20    -1.66246
          131.80         585.60          86.10    -1.64588
          370.80         473.30         132.10    -1.61790
          302.00         470.80         125.10    -1.67092
          257.80         510.70         108.00    -1.60629
          257.00         503.40          46.00    -1.58001
          377.00         352.90         123.70    -1.59114
          275.80         517.20         122.10    -1.57634
          344.50         524.00          95.20    -1.57270
          193.00         528.60          48.00    -1.56547
          157.10          14.20         108.90    -1.52036
          275.80         517.20         110.10    -1.52372
          273.10         472.90           6.00    -1.54426
          333.80         516.60          75.00    -1.52710
          307.30         530.70         112.30    -1.54079
          242.40         470.20          65.90    -1.55125
          159.30          35.90          72.00    -1.55832
          257.00         503.40          70.00    -1.51701
          193.00         528.60          60.00    -1.48130
          335.10          38.00          73.00    -1.50381
          257.00         503.40          58.00    -1.48765
          335.10          38.00         133.00    -1.49407
          244.10         472.70          84.80    -1.50054
          259.50         470.30          82.80    -1.47188
          260.70         472.50          39.80    -1.46567
          310.30         473.10          24.00    -1.46259
          250.20         533.00          88.00    -1.45647
          307.10         443.50         126.00    -1.44139
          195.60         532.70          77.60    -1.41219
          219.40         517.90          72.00    -1.42082
          310.30         473.10         120.00    -1.43842
          310.30         473.10         132.00    -1.44438
          221.00         532.80         103.10    -1.40649
          365.70         354.00          64.80    -1.42956
          126.20           2.40          63.10    -1.37593
          394.90         218.30         102.70    -1.36782
          298.80         530.40         103.90    -1.37322
          239.90         472.80          96.10    -1.32599
          323.20         509.30          54.80    -1.34923
          222.00         528.10          28.00    -1.35714
          324.40         531.20         129.20    -1.34661
          301.80         494.60          14.40    -1.33623
          310.80         413.60          36.00    -1.33881
          250.20         533.00          96.00    -1.32854
          190.60         593.00          24.00    -1.33109
          394.90         218.30         109.20    -1.32345
          290.30         530.20          95.50    -1.31840
          349.80         527.60         105.30    -1.30099
          222.60         592.00          12.90    -1.31089
          127.70         586.00          97.30    -1.28636
          259.20         443.30          53.50    -1.22373
          339.20         520.30          85.10    -1.26259
          281.70         529.90          87.00    -1.26493
          307.20         498.30          24.50    -1.22821
          355.20         531.30         115.40    -1.27201
          310.30         473.10          48.00    -1.25328
          310.30         473.10          84.00    -1.24636
          310.80         413.60         108.00    -1.21928
          257.00         503.40          10.00    -1.25559
          189.90          29.50         121.40    -1.27916
          235.80         472.90         107.40    -1.27439
          368.20         403.30          22.50    -1.19955
          109.20          19.60          14.20    -1.18878
          310.80         413.60         120.00    -1.20607
          130.00          23.00          72.00    -1.20172
          359.70         403.90          14.00    -1.15934
          157.50          35.40          90.90    -1.14703
          233.90         470.10          57.40    -1.17815
          264.80         472.60          28.50    -1.15317
          219.40         517.90          84.00    -1.17184
          379.20         352.80         135.50    -1.15728
          273.60         495.00         120.00    -1.14094
          310.30         473.10          72.00    -1.12888
          157.10          14.20          96.90    -1.10914
          130.50           2.40          51.90    -1.09366
          368.00         353.70          76.60    -1.08792
          375.60         352.20         108.20    -1.08221
          190.60         593.00          96.00    -1.08411
          335.10          38.00          61.00    -1.06717
          364.00         294.30          72.50    -1.07654
          257.00         503.40          82.00    -1.07466
          204.10         532.70          86.10    -1.06531
          365.10         294.10          84.40    -1.05237
           70.80          56.60          16.20    -1.04141
          310.80         413.60          72.00    -1.05974
          239.00         528.60          44.90    -1.01810
          220.50         488.00         106.80    -1.02700
          310.50         470.90         133.60    -1.02165
          370.40         172.90         132.30    -1.00402
          310.30         473.10          60.00    -1.02879
          230.50         528.40          36.50    -0.97815
          257.00         503.40          94.00    -0.99879
          370.40         172.90         108.30    -0.98327
          370.30         353.50          88.30    -0.97645
          307.10         443.50         102.00    -0.97985
          307.10         443.50          57.00    -0.95458
          394.90         218.30         121.20    -0.94299
          264.70         529.40          70.20    -0.92828
          276.50         470.50          99.70    -0.92019
          374.80         353.10         111.90    -0.91216
          340.40         368.00         132.00    -0.89943
          310.30         473.10          96.00    -0.90260
          232.50          95.90          56.30    -0.88217
          285.00         470.60         108.20    -0.87132
          130.00          23.00          96.00    -0.87906
          130.00          23.00         108.00    -0.87441
          134.90           2.50          40.70    -0.86978
          273.00         428.00          51.80    -0.87596
          367.30         293.90         108.30    -0.83787
          252.40         472.50          62.30    -0.85144
          259.20         443.30          17.50    -0.85296
          192.40         595.40          91.20    -0.84992
          328.50         513.00          64.90    -0.83937
          293.50         470.70         116.70    -0.83637
          259.20         443.30          65.50    -0.83039
          248.20         472.60          73.60    -0.82593
          363.00         294.40          60.50    -0.83338
          375.60         352.20          84.20    -0.82001
          220.50         488.00          83.30    -0.82149
          368.30         293.70         120.30    -0.81559
          237.90         532.90         120.10    -0.80825
          338.00          68.40          96.70    -0.79950
          159.30          35.90          24.00    -0.79805
          310.80         413.60          24.00    -0.80241
          268.90         472.80          17.30    -0.80095
          121.90           2.30          74.20    -0.80971
          338.00          68.40         120.70    -0.76510
          159.30          38.00          24.00    -0.76652
          310.80         413.60          12.00    -0.76087
          361.90         294.50          48.60    -0.74128
          219.40         517.90          96.00    -0.74964
          259.20         443.30          29.50    -0.73159
          190.60         593.00         108.00    -0.74684
          259.20         443.30         101.50    -0.71105
          220.80          98.10          72.20    -0.69887
          365.30         113.40         119.80    -0.68279
          190.60         593.00          12.00    -0.70292
          275.80         517.20          74.10    -0.68947
          259.20         443.30          89.50    -0.64724
          385.20         402.10          39.30    -0.65507
          310.30         473.10          12.00    -0.65638
          257.00         503.40         106.00    -0.66821
          256.50         472.40          51.10    -0.63042
          196.80         595.00          80.10    -0.63300
          259.20         443.30          41.50    -0.62271
          310.30         473.10         108.00    -0.62785
          310.80         413.60          60.00    -0.61504
          363.50         354.20          53.00    -0.60868
          366.20         294.00          96.40    -0.59351
          226.70         101.90          65.00    -0.59729
           97.10          21.20          34.90    -0.60361
          376.70         402.70          30.90    -0.60741
          159.80         583.00           6.90    -0.57224
          220.50         488.00          94.80    -0.56604
          159.30          35.90          84.00    -0.56728
          100.30           8.30          72.40    -0.57972
          338.00          68.40         132.70    -0.54143
          100.30           8.30          60.40    -0.54878
          307.10         443.50          90.00    -0.55123
          393.80         401.50          47.70    -0.51353
          250.60         562.70         120.00    -0.53411
          307.10         443.50          66.00    -0.53168
          273.00         428.00          39.80    -0.50272
          346.80          60.70          73.10    -0.50392
          220.50         488.00         118.80    -0.49317
          159.30          38.00          84.00    -0.49914
          250.40         473.00          95.70    -0.49436
          212.50         532.80          94.60    -0.47537
          143.80           2.50          18.40    -0.49198
          275.80         517.20          67.10    -0.47182
          375.60         352.20          96.20    -0.46476
          229.50         532.90         111.60    -0.43324
          250.40         473.00         119.70    -0.44603
          221.00         107.90          73.60    -0.41706
          268.00         470.40          91.30    -0.41937
          220.50         518.80         108.00    -0.43092
          157.10          14.20         120.90    -0.41131
          340.20          98.10         108.20    -0.40672
          310.30         473.10          36.00    -0.38504
          310.80         413.60          96.00    -0.40787
          259.20         443.30          77.50    -0.37823
          100.30           8.30          48.40    -0.36466
          148.30           2.50           7.30    -0.37709
          355.20          60.90          81.70    -0.37483
           66.60          56.80          27.50    -0.37596
          338.00          68.40          60.70    -0.35902
          340.20          98.10          96.20    -0.31878
          356.60         354.90          17.70    -0.30548
          220.50         518.80         120.00    -0.30106
          310.80         413.60         132.00    -0.30880
          340.40         128.00         131.10    -0.31323
          246.40         533.00         128.60    -0.28234
          277.60         297.50          26.90    -0.28344
          190.60         593.00          84.00    -0.28124
          310.80         413.60          84.00    -0.27247
          261.20          45.70          96.00    -0.26809
          134.10          40.70          36.60    -0.22890
          273.00         428.00          63.80    -0.23324
          238.20          89.80          47.70    -0.23758
          332.30          52.90         132.40    -0.20944
          338.00          68.40         108.70    -0.21484
          307.10         443.50          78.00    -0.19759
          157.10          14.20          72.90    -0.18040
          273.00         428.00          27.80    -0.15471
          117.50           2.30          85.40    -0.14830
          372.70         353.30         100.10    -0.13657
          158.70          24.60         112.40    -0.11848
          219.70         468.30         116.30    -0.10999
          273.00         428.00          19.80    -0.10043
          157.10          14.20          60.90    -0.09513
          215.20         114.00          82.20    -0.07818
          157.10          14.20          54.40    -0.08030
          290.40         298.00          60.60    -0.05491
          281.90         297.70          38.20    -0.06866
          160.40          38.00          83.90    -0.05914
          250.20         292.90         120.00    -0.06020
          340.40         128.00         119.10    -0.03378
          340.40         128.00         107.10    -0.04012
          365.30         113.40         131.80    -0.04117
          250.40         443.00          83.70    -0.03061
          259.20         443.30         113.50     0.00422
          250.40         443.00          95.20     0.00106
          130.00          23.00          84.00    -0.00950
          358.90         354.60          29.40     0.00528
          261.20          45.70          84.00     0.04751
          190.40         113.00          96.00     0.05385
          338.00          68.40          72.70     0.06231
          190.40         113.00         132.00     0.07501
          212.30         473.20         126.50     0.10786
          321.60         349.70          40.90     0.10892
          204.70         115.70         123.70     0.11955
          250.40         473.00         107.70     0.13125
          178.70         532.60          60.60     0.13018
          361.30         354.30          41.20     0.11742
          273.00         428.00          87.80     0.15471
          370.40         172.90          84.30     0.14830
          370.40         172.90         120.30     0.13870
          310.80         413.60          48.00     0.14723
          342.50         348.40          11.60     0.15577
          219.40         517.90         108.00     0.17289
          159.30          38.00          12.00     0.16219
          250.40         443.00         107.20     0.17503
          273.00         428.00         111.80     0.19436
          257.00         503.40         118.00     0.19113
          286.10         297.80          49.40     0.20189
          197.50          97.90          95.40     0.21160
          261.20          45.70          48.00     0.21700
          134.10          40.70          60.60     0.22349
          370.40         172.90          96.30     0.22890
          197.50          97.90         131.40     0.23215
          159.30          35.90          12.00     0.24518
          273.00         428.00          75.80     0.27028
          274.60         462.30         121.00     0.29004
          255.50          71.80          21.80     0.30991
          274.60         462.30         114.50     0.31323
          219.40         517.90         120.00     0.31767
          280.40         428.00         107.50     0.33102
          261.20          45.70         108.00     0.32545
          296.70          59.30          21.50     0.34779
          338.00          68.40          84.70     0.37596
          369.30         293.50         132.20     0.36917
          335.50         348.80          21.40     0.37256
          340.40         128.00          83.10     0.41361
          157.10          14.20          84.90     0.42861
          225.40         470.00          48.90     0.43440
          134.10          40.70          48.60     0.44603
          257.80         510.70         120.00     0.50512
          340.20          98.10         120.20     0.51353
          328.60         349.30          31.10     0.54388
          338.50          60.50          64.50     0.55862
          216.90         469.90          40.50     0.57349
          220.80          98.10          84.20     0.57100
          250.40         443.00         119.20     0.63558
          340.20          98.10         132.20     0.66031
          340.40         128.00          95.10     0.65115
          340.20          98.10          84.20     0.69215
          220.90         473.20         134.90     0.69753
          273.00         428.00          99.80     0.71105
          288.30          59.00          12.90     0.70563
